export_id,gender,age,edu,smoke,drink
62945,male,18.0,bachelor's degree,never smokes,never drinks
62946,female,19.0,bachelor's degree,never smokes,never drinks
62947,female,21.0,bachelor's degree,never smokes,never drinks
62948,male,18.0,bachelor's degree,never smokes,never drinks
62949,male,19.0,bachelor's degree,never smokes,never drinks
62950,female,22.0,bachelor's degree,never smokes,never drinks
62951,female,21.0,bachelor's degree,never smokes,never drinks
62952,female,20.0,bachelor's degree,never smokes,never drinks
62953,female,20.0,bachelor's degree,never smokes,never drinks
62954,male,19.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
62955,male,18.0,bachelor's degree,current smoker (cumulative smoking >10 packs),drinks occasionally (less than once a week)
62956,male,18.0,bachelor's degree,never smokes,never drinks
62957,male,18.0,bachelor's degree,never smokes,never drinks
62958,female,20.0,bachelor's degree,never smokes,never drinks
62959,female,20.0,bachelor's degree,never smokes,never drinks
62960,male,20.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
62961,female,17.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
62962,female,18.0,bachelor's degree,never smokes,never drinks
62963,female,21.0,bachelor's degree,never smokes,never drinks
62964,female,18.0,bachelor's degree,never smokes,never drinks
62965,male,20.0,bachelor's degree,occasional smoker (cumulative smoking <10 packs),drinks occasionally (less than once a week)
62966,female,19.0,bachelor's degree,never smokes,never drinks
62967,female,20.0,bachelor's degree,never smokes,never drinks
62968,male,21.0,bachelor's degree,never smokes,never drinks
62969,male,18.0,bachelor's degree,never smokes,never drinks
62970,male,18.0,bachelor's degree,never smokes,never drinks
62971,male,22.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
62972,female,18.0,bachelor's degree,never smokes,never drinks
62973,male,19.0,bachelor's degree,never smokes,never drinks
62974,female,20.0,bachelor's degree,never smokes,never drinks
62975,female,18.0,bachelor's degree,never smokes,never drinks
62976,male,18.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
62977,male,19.0,bachelor's degree,never smokes,never drinks
62978,male,20.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
62979,male,20.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
62980,female,20.0,bachelor's degree,never smokes,never drinks
62981,female,18.0,bachelor's degree,never smokes,never drinks
62982,male,18.0,bachelor's degree,never smokes,current regular drinker (more than once a week)
62983,male,18.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
62984,female,20.0,bachelor's degree,never smokes,never drinks
62985,female,20.0,bachelor's degree,never smokes,never drinks
62986,male,18.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
62987,female,19.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
62988,male,19.0,bachelor's degree,never smokes,never drinks
62989,female,18.0,bachelor's degree,never smokes,never drinks
62990,female,21.0,bachelor's degree,never smokes,never drinks
62991,male,19.0,bachelor's degree,never smokes,never drinks
62992,female,20.0,bachelor's degree,never smokes,never drinks
62993,female,20.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
62994,female,21.0,bachelor's degree,never smokes,never drinks
62995,male,18.0,bachelor's degree,never smokes,never drinks
62996,male,21.0,bachelor's degree,never smokes,never drinks
62997,female,19.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
62998,female,19.0,bachelor's degree,never smokes,never drinks
62999,female,18.0,bachelor's degree,never smokes,never drinks
63000,female,18.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
63001,female,22.0,bachelor's degree,never smokes,never drinks
63003,female,20.0,bachelor's degree,never smokes,never drinks
63004,female,21.0,bachelor's degree,never smokes,never drinks
63005,female,20.0,bachelor's degree,never smokes,never drinks
63006,female,19.0,bachelor's degree,never smokes,never drinks
63007,male,19.0,bachelor's degree,never smokes,never drinks
63008,male,19.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
63009,female,19.0,bachelor's degree,never smokes,never drinks
63010,male,21.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
63011,female,19.0,bachelor's degree,never smokes,never drinks
63012,male,19.0,bachelor's degree,never smokes,never drinks
63013,female,18.0,bachelor's degree,never smokes,never drinks
63014,female,20.0,bachelor's degree,never smokes,never drinks
63015,male,18.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
63016,female,21.0,bachelor's degree,never smokes,never drinks
63017,male,19.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
63018,female,21.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
63019,female,20.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
63020,female,19.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
63021,male,21.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
63022,female,21.0,bachelor's degree,never smokes,never drinks
63023,female,22.0,bachelor's degree,never smokes,never drinks
63024,female,19.0,bachelor's degree,never smokes,never drinks
63025,female,21.0,bachelor's degree,never smokes,never drinks
63026,female,19.0,bachelor's degree,never smokes,never drinks
63027,female,20.0,bachelor's degree,never smokes,never drinks
63028,male,20.0,bachelor's degree,never smokes,never drinks
63029,female,20.0,bachelor's degree,never smokes,never drinks
63030,female,18.0,bachelor's degree,never smokes,never drinks
63031,male,22.0,bachelor's degree,occasional smoker (cumulative smoking <10 packs),drinks occasionally (less than once a week)
63032,female,19.0,bachelor's degree,never smokes,never drinks
63033,male,19.0,bachelor's degree,never smokes,never drinks
63034,female,17.0,bachelor's degree,never smokes,never drinks
63035,male,18.0,bachelor's degree,never smokes,never drinks
63036,female,22.0,bachelor's degree,never smokes,never drinks
63037,male,22.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
63038,male,18.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
63039,female,18.0,bachelor's degree,never smokes,never drinks
63040,female,19.0,bachelor's degree,never smokes,never drinks
63041,male,21.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
63042,female,20.0,bachelor's degree,never smokes,never drinks
63043,male,18.0,bachelor's degree,never smokes,never drinks
63044,female,21.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
63045,male,18.0,bachelor's degree,occasional smoker (cumulative smoking <10 packs),drinks occasionally (less than once a week)
63046,male,22.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
63047,female,18.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
63048,male,20.0,bachelor's degree,never smokes,never drinks
63049,male,23.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
63050,female,18.0,bachelor's degree,never smokes,never drinks
63051,male,20.0,bachelor's degree,never smokes,never drinks
63052,female,19.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
63053,female,19.0,bachelor's degree,never smokes,never drinks
63054,female,18.0,bachelor's degree,never smokes,never drinks
63055,female,19.0,bachelor's degree,never smokes,never drinks
63056,female,20.0,bachelor's degree,never smokes,never drinks
63057,female,17.0,bachelor's degree,never smokes,never drinks
63058,female,20.0,bachelor's degree,never smokes,never drinks
63059,female,21.0,bachelor's degree,never smokes,never drinks
63060,male,20.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
63061,female,20.0,bachelor's degree,never smokes,never drinks
63062,female,21.0,bachelor's degree,never smokes,never drinks
63063,female,18.0,bachelor's degree,never smokes,never drinks
63064,male,18.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
63065,female,19.0,bachelor's degree,never smokes,never drinks
63066,female,19.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
63067,male,20.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
63068,male,19.0,bachelor's degree,never smokes,never drinks
63069,female,20.0,bachelor's degree,never smokes,never drinks
63070,male,18.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
63071,male,19.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
63072,female,21.0,bachelor's degree,never smokes,never drinks
63073,male,20.0,bachelor's degree,occasional smoker (cumulative smoking <10 packs),drinks occasionally (less than once a week)
63074,female,20.0,bachelor's degree,never smokes,never drinks
63075,male,22.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
63076,male,19.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
63077,male,18.0,bachelor's degree,never smokes,never drinks
63078,male,21.0,bachelor's degree,occasional smoker (cumulative smoking <10 packs),drinks occasionally (less than once a week)
63079,female,20.0,bachelor's degree,never smokes,never drinks
63080,female,21.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
63081,male,19.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
63082,female,18.0,bachelor's degree,never smokes,never drinks
63083,female,18.0,bachelor's degree,never smokes,never drinks
63084,female,18.0,bachelor's degree,never smokes,never drinks
63085,female,19.0,bachelor's degree,never smokes,never drinks
63086,male,19.0,bachelor's degree,never smokes,never drinks
63087,male,19.0,bachelor's degree,never smokes,never drinks
63088,female,17.0,bachelor's degree,never smokes,never drinks
63089,male,19.0,bachelor's degree,never smokes,never drinks
63090,male,18.0,bachelor's degree,never smokes,never drinks
63091,female,19.0,bachelor's degree,never smokes,never drinks
63092,female,21.0,bachelor's degree,never smokes,never drinks
63093,female,19.0,bachelor's degree,never smokes,never drinks
63094,female,19.0,bachelor's degree,never smokes,never drinks
63095,female,21.0,bachelor's degree,never smokes,never drinks
63096,female,18.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
63097,female,24.0,master's degree,never smokes,drinks occasionally (less than once a week)
63098,female,18.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
63099,male,19.0,bachelor's degree,never smokes,never drinks
63100,male,22.0,bachelor's degree,occasional smoker (cumulative smoking <10 packs),current regular drinker (more than once a week)
63101,male,18.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
63102,female,18.0,bachelor's degree,never smokes,never drinks
63103,female,19.0,bachelor's degree,never smokes,never drinks
63104,female,20.0,bachelor's degree,occasional smoker (cumulative smoking <10 packs),drinks occasionally (less than once a week)
63105,male,20.0,bachelor's degree,never smokes,never drinks
63106,male,19.0,bachelor's degree,never smokes,never drinks
63107,male,22.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
63108,female,18.0,bachelor's degree,never smokes,never drinks
63109,female,19.0,bachelor's degree,never smokes,never drinks
63110,female,20.0,bachelor's degree,occasional smoker (cumulative smoking <10 packs),drinks occasionally (less than once a week)
63111,female,19.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
63112,male,20.0,bachelor's degree,occasional smoker (cumulative smoking <10 packs),never drinks
63113,female,18.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
63114,female,21.0,bachelor's degree,never smokes,never drinks
63115,female,19.0,bachelor's degree,never smokes,never drinks
63116,female,19.0,bachelor's degree,never smokes,never drinks
63117,male,20.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
63118,female,18.0,bachelor's degree,never smokes,never drinks
63119,male,19.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
63120,female,20.0,bachelor's degree,never smokes,never drinks
63121,female,20.0,bachelor's degree,never smokes,never drinks
63122,female,18.0,bachelor's degree,never smokes,never drinks
63123,female,19.0,bachelor's degree,never smokes,never drinks
63124,female,21.0,bachelor's degree,never smokes,never drinks
63125,female,21.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
63126,female,20.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
63127,male,20.0,bachelor's degree,never smokes,never drinks
63128,female,18.0,bachelor's degree,never smokes,never drinks
63129,female,17.0,bachelor's degree,never smokes,never drinks
63130,male,20.0,bachelor's degree,never smokes,never drinks
63131,male,21.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
63132,male,22.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
63133,female,18.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
63134,male,19.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
63135,female,21.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
63136,female,18.0,bachelor's degree,never smokes,never drinks
63137,female,20.0,bachelor's degree,never smokes,never drinks
63138,male,19.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
63139,male,21.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
63140,male,19.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
63141,female,18.0,bachelor's degree,never smokes,never drinks
63142,male,18.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
63143,male,18.0,bachelor's degree,never smokes,never drinks
63144,male,21.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
63145,male,19.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
63146,male,19.0,bachelor's degree,never smokes,current regular drinker (more than once a week)
63147,female,20.0,bachelor's degree,never smokes,never drinks
63148,female,19.0,bachelor's degree,never smokes,never drinks
63149,female,23.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
63150,female,22.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
63151,female,18.0,bachelor's degree,never smokes,never drinks
63152,female,20.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
63153,female,22.0,bachelor's degree,never smokes,never drinks
63154,female,21.0,bachelor's degree,never smokes,never drinks
63155,male,20.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
63156,male,20.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
63157,female,18.0,bachelor's degree,never smokes,never drinks
63158,female,19.0,bachelor's degree,never smokes,never drinks
63159,female,17.0,bachelor's degree,occasional smoker (cumulative smoking <10 packs),drinks occasionally (less than once a week)
63160,male,18.0,bachelor's degree,never smokes,never drinks
63161,male,20.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
63162,female,20.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
63163,female,21.0,bachelor's degree,never smokes,never drinks
63164,female,21.0,bachelor's degree,never smokes,never drinks
63165,female,21.0,bachelor's degree,never smokes,never drinks
63166,female,21.0,bachelor's degree,never smokes,never drinks
63167,female,22.0,bachelor's degree,never smokes,never drinks
63168,male,18.0,bachelor's degree,never smokes,never drinks
63169,female,21.0,bachelor's degree,never smokes,never drinks
63170,female,21.0,bachelor's degree,never smokes,never drinks
63171,female,18.0,bachelor's degree,never smokes,never drinks
63172,male,20.0,bachelor's degree,never smokes,never drinks
63173,male,19.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
63174,female,21.0,bachelor's degree,never smokes,never drinks
63175,female,19.0,bachelor's degree,never smokes,never drinks
63176,female,21.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
63177,female,18.0,bachelor's degree,never smokes,never drinks
63178,female,21.0,bachelor's degree,never smokes,never drinks
63179,male,18.0,bachelor's degree,never smokes,never drinks
63180,female,19.0,bachelor's degree,never smokes,never drinks
63181,female,19.0,bachelor's degree,never smokes,never drinks
63182,male,18.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
63183,female,20.0,bachelor's degree,never smokes,never drinks
63184,female,20.0,bachelor's degree,never smokes,never drinks
63185,female,19.0,bachelor's degree,never smokes,never drinks
63186,male,21.0,bachelor's degree,never smokes,never drinks
63187,male,19.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
63188,male,18.0,bachelor's degree,never smokes,never drinks
63189,male,19.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
63190,female,20.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
63191,female,19.0,bachelor's degree,never smokes,never drinks
63192,female,20.0,bachelor's degree,never smokes,never drinks
63193,female,20.0,bachelor's degree,never smokes,never drinks
63194,female,21.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
63195,female,21.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
63196,male,19.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
63197,female,20.0,bachelor's degree,never smokes,never drinks
63198,male,19.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
63199,male,22.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
63200,male,18.0,bachelor's degree,never smokes,never drinks
63201,female,18.0,bachelor's degree,never smokes,never drinks
63202,female,18.0,bachelor's degree,never smokes,never drinks
63203,male,18.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
63204,male,18.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
63205,male,18.0,bachelor's degree,never smokes,never drinks
63206,female,20.0,bachelor's degree,never smokes,never drinks
63207,male,22.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
63208,female,20.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
63209,male,18.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
63210,female,23.0,bachelor's degree,never smokes,never drinks
63211,female,21.0,bachelor's degree,never smokes,never drinks
63212,female,19.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
63213,male,19.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
63214,female,20.0,bachelor's degree,never smokes,never drinks
63215,male,20.0,bachelor's degree,never smokes,never drinks
63216,female,19.0,bachelor's degree,never smokes,never drinks
63217,male,24.0,bachelor's degree,occasional smoker (cumulative smoking <10 packs),drinks occasionally (less than once a week)
63218,female,20.0,bachelor's degree,never smokes,never drinks
63219,female,19.0,bachelor's degree,never smokes,never drinks
63220,female,20.0,bachelor's degree,never smokes,never drinks
63221,female,20.0,bachelor's degree,never smokes,never drinks
63222,female,19.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
63223,female,20.0,bachelor's degree,never smokes,never drinks
63224,female,19.0,bachelor's degree,never smokes,never drinks
63225,female,20.0,bachelor's degree,never smokes,never drinks
63226,female,19.0,bachelor's degree,never smokes,never drinks
63227,male,23.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
63228,female,18.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
63229,male,20.0,bachelor's degree,never smokes,never drinks
63230,male,20.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
63231,male,18.0,bachelor's degree,never smokes,never drinks
63232,male,20.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
63233,female,18.0,bachelor's degree,never smokes,never drinks
63234,male,18.0,bachelor's degree,never smokes,never drinks
63235,male,19.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
63236,female,18.0,bachelor's degree,never smokes,never drinks
63237,female,19.0,bachelor's degree,never smokes,never drinks
63238,male,22.0,bachelor's degree,current smoker (cumulative smoking >10 packs),current regular drinker (more than once a week)
63239,male,22.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
63240,female,20.0,bachelor's degree,never smokes,never drinks
63241,male,21.0,bachelor's degree,never smokes,never drinks
63242,female,22.0,master's degree,never smokes,never drinks
63243,male,18.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
63244,male,20.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
63245,female,19.0,bachelor's degree,never smokes,never drinks
63246,male,22.0,bachelor's degree,never smokes,never drinks
63247,male,18.0,bachelor's degree,never smokes,never drinks
63248,female,18.0,bachelor's degree,never smokes,never drinks
63249,female,20.0,bachelor's degree,never smokes,never drinks
63250,male,18.0,bachelor's degree,never smokes,never drinks
63251,male,19.0,bachelor's degree,never smokes,never drinks
63252,male,18.0,bachelor's degree,occasional smoker (cumulative smoking <10 packs),current regular drinker (more than once a week)
63253,female,19.0,bachelor's degree,never smokes,never drinks
63254,female,20.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
63255,male,24.0,bachelor's degree,never smokes,never drinks
63256,female,21.0,bachelor's degree,never smokes,never drinks
63257,female,19.0,bachelor's degree,never smokes,never drinks
63258,female,21.0,bachelor's degree,never smokes,never drinks
63259,female,20.0,bachelor's degree,never smokes,never drinks
63260,male,23.0,master's degree,never smokes,never drinks
63261,male,27.0,master's degree,never smokes,never drinks
63262,female,20.0,bachelor's degree,never smokes,never drinks
63263,male,25.0,master's degree,never smokes,never drinks
63264,male,18.0,master's degree,"former smoker (cumulative smoking >10 packs), but not in the past year",never drinks
63265,male,20.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
63266,male,18.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
63267,female,22.0,bachelor's degree,never smokes,never drinks
63268,female,19.0,bachelor's degree,never smokes,never drinks
63269,female,20.0,bachelor's degree,never smokes,never drinks
63270,female,18.0,bachelor's degree,never smokes,never drinks
63271,female,21.0,bachelor's degree,never smokes,never drinks
63272,female,18.0,bachelor's degree,never smokes,never drinks
63273,male,20.0,bachelor's degree,never smokes,never drinks
63274,female,19.0,bachelor's degree,never smokes,never drinks
63275,male,20.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
63276,male,20.0,bachelor's degree,never smokes,never drinks
63277,female,20.0,bachelor's degree,never smokes,never drinks
63278,male,20.0,bachelor's degree,never smokes,never drinks
63279,male,18.0,bachelor's degree,never smokes,never drinks
63280,female,19.0,bachelor's degree,never smokes,never drinks
63281,male,22.0,bachelor's degree,never smokes,never drinks
63282,female,17.0,bachelor's degree,never smokes,never drinks
63283,female,18.0,bachelor's degree,never smokes,never drinks
63284,female,21.0,bachelor's degree,never smokes,never drinks
63285,male,19.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
63286,male,23.0,bachelor's degree,never smokes,never drinks
63287,female,10.0,bachelor's degree,never smokes,never drinks
63288,female,21.0,bachelor's degree,never smokes,never drinks
63289,male,18.0,bachelor's degree,never smokes,never drinks
63290,male,20.0,bachelor's degree,occasional smoker (cumulative smoking <10 packs),drinks occasionally (less than once a week)
63291,male,21.0,bachelor's degree,never smokes,never drinks
63292,female,24.0,bachelor's degree,never smokes,never drinks
63293,female,18.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
63294,male,22.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
63295,male,19.0,bachelor's degree,current smoker (cumulative smoking >10 packs),drinks occasionally (less than once a week)
63296,female,21.0,bachelor's degree,never smokes,never drinks
63297,male,21.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
63298,female,20.0,bachelor's degree,never smokes,never drinks
63299,female,20.0,bachelor's degree,never smokes,never drinks
63300,male,21.0,bachelor's degree,never smokes,never drinks
63301,male,21.0,bachelor's degree,never smokes,never drinks
63302,female,21.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
63303,male,18.0,bachelor's degree,never smokes,never drinks
63304,female,25.0,bachelor's degree,never smokes,never drinks
63305,female,20.0,bachelor's degree,never smokes,never drinks
63306,female,22.0,bachelor's degree,never smokes,never drinks
63307,female,18.0,bachelor's degree,never smokes,never drinks
63308,female,18.0,bachelor's degree,never smokes,never drinks
63309,male,21.0,bachelor's degree,never smokes,never drinks
63310,female,18.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
63311,female,23.0,master's degree,never smokes,drinks occasionally (less than once a week)
63312,male,18.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
63313,male,18.0,bachelor's degree,never smokes,never drinks
63314,male,21.0,bachelor's degree,never smokes,never drinks
63315,female,19.0,bachelor's degree,never smokes,never drinks
63316,female,20.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
63317,female,22.0,bachelor's degree,never smokes,never drinks
63318,male,19.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
63319,female,20.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
63320,male,18.0,bachelor's degree,never smokes,never drinks
63321,male,18.0,bachelor's degree,never smokes,never drinks
63322,female,20.0,bachelor's degree,never smokes,never drinks
63323,male,23.0,bachelor's degree,never smokes,"drank in the past (more than once a week), but not in the past year"
63324,female,20.0,bachelor's degree,never smokes,never drinks
63325,male,18.0,bachelor's degree,never smokes,never drinks
63326,male,18.0,bachelor's degree,never smokes,never drinks
63327,female,25.0,master's degree,never smokes,never drinks
63328,male,20.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
63329,female,19.0,bachelor's degree,never smokes,never drinks
63330,male,26.0,master's degree,never smokes,"drank in the past (more than once a week), but not in the past year"
63331,male,17.0,bachelor's degree,never smokes,never drinks
63332,female,20.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
63333,female,18.0,bachelor's degree,never smokes,never drinks
63334,male,18.0,bachelor's degree,occasional smoker (cumulative smoking <10 packs),drinks occasionally (less than once a week)
63335,female,22.0,master's degree,never smokes,never drinks
63336,female,21.0,bachelor's degree,never smokes,never drinks
63337,female,20.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
63338,male,18.0,bachelor's degree,never smokes,never drinks
63339,female,25.0,master's degree,never smokes,never drinks
63340,female,19.0,bachelor's degree,never smokes,never drinks
63341,male,18.0,bachelor's degree,never smokes,never drinks
63342,female,23.0,master's degree,never smokes,never drinks
63343,female,19.0,bachelor's degree,never smokes,never drinks
63344,female,21.0,bachelor's degree,never smokes,never drinks
63345,female,19.0,bachelor's degree,never smokes,never drinks
63346,male,18.0,bachelor's degree,never smokes,never drinks
63347,female,29.0,bachelor's degree,never smokes,never drinks
63348,female,20.0,bachelor's degree,never smokes,never drinks
63349,female,22.0,master's degree,never smokes,never drinks
63350,male,21.0,bachelor's degree,occasional smoker (cumulative smoking <10 packs),current regular drinker (more than once a week)
63351,male,24.0,bachelor's degree,never smokes,never drinks
63352,male,21.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
63353,male,19.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
63354,female,22.0,bachelor's degree,never smokes,never drinks
63355,female,22.0,bachelor's degree,never smokes,never drinks
63356,male,19.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
63357,female,29.0,master's degree,never smokes,never drinks
63358,female,24.0,bachelor's degree,never smokes,never drinks
63359,female,22.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
63360,female,21.0,bachelor's degree,never smokes,never drinks
63361,male,20.0,bachelor's degree,occasional smoker (cumulative smoking <10 packs),drinks occasionally (less than once a week)
63362,male,21.0,bachelor's degree,current smoker (cumulative smoking >10 packs),drinks occasionally (less than once a week)
63363,female,20.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
63364,female,20.0,bachelor's degree,never smokes,never drinks
63365,male,20.0,bachelor's degree,never smokes,never drinks
63366,male,22.0,bachelor's degree,occasional smoker (cumulative smoking <10 packs),drinks occasionally (less than once a week)
63367,female,20.0,bachelor's degree,never smokes,never drinks
63368,female,22.0,master's degree,never smokes,never drinks
63369,female,21.0,bachelor's degree,never smokes,never drinks
63370,female,19.0,bachelor's degree,never smokes,never drinks
63371,male,22.0,bachelor's degree,never smokes,never drinks
63372,female,23.0,master's degree,never smokes,drinks occasionally (less than once a week)
63373,male,17.0,bachelor's degree,never smokes,never drinks
63374,female,25.0,master's degree,never smokes,never drinks
63375,male,21.0,bachelor's degree,occasional smoker (cumulative smoking <10 packs),drinks occasionally (less than once a week)
63376,male,23.0,bachelor's degree,never smokes,never drinks
63377,male,18.0,bachelor's degree,never smokes,never drinks
63378,female,22.0,master's degree,never smokes,never drinks
63379,male,19.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
63380,male,19.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
63381,male,18.0,bachelor's degree,never smokes,never drinks
63382,male,18.0,bachelor's degree,never smokes,never drinks
63383,female,30.0,master's degree,never smokes,never drinks
63384,male,13.0,doctorate degree,never smokes,never drinks
63385,male,26.0,master's degree,occasional smoker (cumulative smoking <10 packs),drinks occasionally (less than once a week)
63386,female,19.0,bachelor's degree,never smokes,never drinks
63387,female,29.0,bachelor's degree,never smokes,never drinks
63388,male,20.0,bachelor's degree,occasional smoker (cumulative smoking <10 packs),drinks occasionally (less than once a week)
63389,male,21.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
63390,female,20.0,bachelor's degree,never smokes,never drinks
63391,female,22.0,bachelor's degree,never smokes,never drinks
63392,male,21.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
63393,male,19.0,bachelor's degree,never smokes,drinks occasionally (less than once a week)
63394,female,21.0,bachelor's degree,never smokes,never drinks
63395,female,19.0,bachelor's degree,never smokes,never drinks
